step,load_pressure,outage_severity,solar_factor,grid_support
126,0.426905,0.000000,1.000000,0.000000
127,0.436861,0.000000,1.000000,0.000000
128,0.314639,0.000000,1.000000,0.000000
129,0.422960,0.000000,1.000000,0.000000
130,0.525982,0.000000,1.000000,0.000000
131,0.489807,0.000000,1.000000,0.000000
132,0.468673,0.000000,1.000000,0.000000
133,0.455119,0.000000,1.000000,0.000000
134,0.428426,0.000000,1.000000,0.000000
135,0.407968,0.000000,1.000000,0.000000
136,0.405425,0.000000,1.000000,0.000000
137,0.401035,0.000000,1.000000,0.000000
138,0.394607,0.000000,1.000000,0.000000
139,0.390360,0.000000,1.000000,0.000000
140,0.433061,0.000000,1.000000,0.000000
141,0.479625,0.000000,1.000000,0.000000
142,0.482807,0.000000,1.000000,0.000000
143,0.481682,0.000000,1.000000,0.000000
144,0.478572,0.000000,1.000000,0.000000
145,0.468901,0.000000,1.000000,0.000000
146,0.482441,0.000000,1.000000,0.000000
147,0.458399,0.000000,1.000000,0.000000
148,0.421637,0.000000,1.000000,0.000000
149,0.423024,0.000000,1.000000,0.000000
150,0.434924,0.000000,1.000000,0.000000
151,0.457920,0.000000,1.000000,0.000000
152,0.493056,0.000000,1.000000,0.000000
153,0.529501,0.000000,1.000000,0.000000
154,0.423477,0.000000,1.000000,0.000000
155,0.521726,0.000000,1.000000,0.000000
156,0.550253,0.000000,1.000000,0.000000
157,0.512823,0.000000,1.000000,0.000000
158,0.497563,0.000000,1.000000,0.000000
159,0.494342,0.000000,1.000000,0.000000
160,0.486412,0.000000,1.000000,0.000000
161,0.477786,0.000000,1.000000,0.000000
162,0.471409,0.000000,1.000000,0.000000
163,0.473119,0.000000,1.000000,0.000000
164,0.500622,0.000000,1.000000,0.000000
165,0.522843,0.000000,1.000000,0.000000
166,0.530116,0.000000,1.000000,0.000000
167,0.517840,0.000000,1.000000,0.000000
168,0.516069,0.000000,1.000000,0.000000
169,0.512715,0.000000,1.000000,0.000000
170,0.499907,0.000000,1.000000,0.000000
171,0.480344,0.000000,1.000000,0.000000
172,0.477845,0.000000,1.000000,0.000000
173,0.489058,0.000000,1.000000,0.000000
174,0.505250,0.000000,1.000000,0.000000
175,0.511483,0.000000,1.000000,0.000000
176,0.374854,0.000000,1.000000,0.000000
177,0.487129,0.000000,1.000000,0.000000
178,0.593135,0.000000,1.000000,0.000000
179,0.608404,0.000000,1.000000,0.000000
180,0.624198,0.000000,1.000000,0.000000
181,0.619170,0.000000,1.000000,0.000000
182,0.607276,0.000000,1.000000,0.000000
183,0.594548,0.000000,1.000000,0.000000
184,0.593293,0.000000,1.000000,0.000000
185,0.584378,0.000000,1.000000,0.000000
186,0.570850,0.000000,1.000000,0.000000
187,0.565546,0.000000,1.000000,0.000000
188,0.573650,0.000000,1.000000,0.000000
189,0.580714,0.000000,1.000000,0.000000
190,0.576125,0.000000,1.000000,0.000000
191,0.556546,0.000000,1.000000,0.000000
192,0.541590,0.000000,1.000000,0.000000
193,0.534829,0.000000,1.000000,0.000000
194,0.530289,0.000000,1.000000,0.000000
195,0.521418,0.000000,1.000000,0.000000
196,0.517438,0.000000,1.000000,0.000000
197,0.518415,0.000000,1.000000,0.000000
198,0.519824,0.000000,1.000000,0.000000
199,0.498631,0.000000,1.000000,0.000000
200,0.367642,0.000000,1.000000,0.000000
201,0.476449,0.000000,1.000000,0.000000
202,0.572178,0.000000,1.000000,0.000000
203,0.589279,0.000000,1.000000,0.000000
204,0.583810,0.000000,1.000000,0.000000
205,0.558024,0.000000,1.000000,0.000000
206,0.558963,0.000000,1.000000,0.000000
207,0.594127,0.000000,1.000000,0.000000
208,0.625516,0.000000,1.000000,0.000000
209,0.666577,0.000000,1.000000,0.000000
210,0.667426,0.000000,1.000000,0.000000
211,0.659507,0.000000,1.000000,0.000000
212,0.742333,0.000000,1.000000,0.000000
213,0.762165,0.000000,1.000000,0.000000
214,0.798176,0.000000,1.000000,0.000000
215,0.667680,0.000000,1.000000,0.000000
216,0.614496,0.000000,1.000000,0.000000
217,0.703117,0.000000,1.000000,0.000000
218,0.680730,0.000000,1.000000,0.000000
219,0.616120,0.000000,1.000000,0.000000
220,0.594353,0.000000,1.000000,0.000000
221,0.611437,0.000000,1.000000,0.000000
222,0.670527,0.000000,1.000000,0.000000
223,0.653282,0.000000,1.000000,0.000000
224,0.401639,0.000000,1.000000,0.000000
225,0.454117,0.000000,1.000000,0.000000
226,0.553792,0.000000,1.000000,0.000000
227,0.536868,0.000000,1.000000,0.000000
228,0.510258,0.000000,1.000000,0.000000
229,0.483185,0.000000,1.000000,0.000000
230,0.477462,0.000000,1.000000,0.000000
231,0.478321,0.000000,1.000000,0.000000
232,0.465274,0.000000,1.000000,0.000000
233,0.454647,0.000000,1.000000,0.000000
234,0.429057,0.000000,1.000000,0.000000
235,0.420201,0.000000,1.000000,0.000000
236,0.460324,0.000000,1.000000,0.000000
237,0.487784,0.000000,1.000000,0.000000
238,0.497583,0.000000,1.000000,0.000000
239,0.489788,0.000000,1.000000,0.000000
240,0.489160,0.000000,1.000000,0.000000
241,0.487625,0.000000,1.000000,0.000000
242,0.483377,0.000000,1.000000,0.000000
243,0.458956,0.000000,1.000000,0.000000
244,0.448960,0.000000,1.000000,0.000000
245,0.443812,0.000000,1.000000,0.000000
246,0.444165,0.000000,1.000000,0.000000
247,0.453042,0.000000,1.000000,0.000000
248,0.339336,0.000000,1.000000,0.000000
249,0.445029,0.000000,1.000000,0.000000
250,0.551690,0.000000,1.000000,0.000000
251,0.565260,0.000000,1.000000,0.000000
252,0.544740,0.000000,1.000000,0.000000
253,0.517647,0.000000,1.000000,0.000000
254,0.487360,0.000000,1.000000,0.000000
255,0.467612,0.000000,1.000000,0.000000
256,0.467122,0.000000,1.000000,0.000000
257,0.457757,0.000000,1.000000,0.000000
258,0.440963,0.000000,1.000000,0.000000
259,0.427025,0.000000,1.000000,0.000000
260,0.455891,0.000000,1.000000,0.000000
261,0.492735,0.000000,1.000000,0.000000
262,0.497762,0.000000,1.000000,0.000000
263,0.498119,0.000000,1.000000,0.000000
264,0.497215,0.000000,1.000000,0.000000
265,0.499462,0.000000,1.000000,0.000000
266,0.480607,0.000000,1.000000,0.000000
267,0.436119,0.000000,1.000000,0.000000
268,0.425635,0.000000,1.000000,0.000000
269,0.432999,0.000000,1.000000,0.000000
270,0.437536,0.000000,1.000000,0.000000
271,0.452496,0.000000,1.000000,0.000000
272,0.335694,0.000000,1.000000,0.000000
273,0.427729,0.000000,1.000000,0.000000
274,0.522144,0.000000,1.000000,0.000000
275,0.524063,0.000000,1.000000,0.000000
276,0.519281,0.000000,1.000000,0.000000
277,0.497626,0.000000,1.000000,0.000000
278,0.467581,0.000000,1.000000,0.000000
279,0.450885,0.000000,1.000000,0.000000
280,0.448328,0.000000,1.000000,0.000000
281,0.439207,0.000000,1.000000,0.000000
282,0.423810,0.000000,1.000000,0.000000
283,0.410376,0.000000,1.000000,0.000000
284,0.432561,0.000000,1.000000,0.000000
285,0.449951,0.000000,1.000000,0.000000
286,0.453927,0.000000,1.000000,0.000000
287,0.441693,0.000000,1.000000,0.000000
288,0.442918,0.000000,1.000000,0.000000
289,0.442932,0.000000,1.000000,0.000000
290,0.436488,0.000000,1.000000,0.000000
291,0.397502,0.000000,1.000000,0.000000
292,0.416076,0.000000,1.000000,0.000000
293,0.421413,0.000000,1.000000,0.000000
294,0.433211,0.000000,1.000000,0.000000
295,0.493734,0.000000,1.000000,0.000000
296,0.359624,0.000000,1.000000,0.000000
297,0.453004,0.000000,1.000000,0.000000
298,0.536752,0.000000,1.000000,0.000000
299,0.480052,0.000000,1.000000,0.000000
300,0.455507,0.000000,1.000000,0.000000
301,0.433580,0.000000,1.000000,0.000000
302,0.412634,0.000000,1.000000,0.000000
303,0.401603,0.000000,1.000000,0.000000
304,0.397394,0.000000,1.000000,0.000000
305,0.387119,0.000000,1.000000,0.000000
306,0.377576,0.000000,1.000000,0.000000
307,0.372033,0.000000,1.000000,0.000000
308,0.402239,0.000000,1.000000,0.000000
309,0.447132,0.000000,1.000000,0.000000
310,0.475501,0.000000,1.000000,0.000000
311,0.458926,0.000000,1.000000,0.000000
312,0.458350,0.000000,1.000000,0.000000
313,0.469197,0.000000,1.000000,0.000000
314,0.484299,0.000000,1.000000,0.000000
315,0.472238,0.000000,1.000000,0.000000
316,0.479820,0.000000,1.000000,0.000000
317,0.472723,0.000000,1.000000,0.000000
318,0.431951,0.000000,1.000000,0.000000
319,0.453004,0.000000,1.000000,0.000000
320,0.486957,0.000000,1.000000,0.000000
321,0.515309,0.000000,1.000000,0.000000
322,0.391388,0.000000,1.000000,0.000000
323,0.489141,0.000000,1.000000,0.000000
324,0.505941,0.000000,1.000000,0.000000
325,0.460654,0.000000,1.000000,0.000000
326,0.433122,0.000000,1.000000,0.000000
327,0.408804,0.000000,1.000000,0.000000
328,0.402113,0.000000,1.000000,0.000000
329,0.395406,0.000000,1.000000,0.000000
330,0.391970,0.000000,1.000000,0.000000
331,0.393783,0.000000,1.000000,0.000000
332,0.435418,0.000000,1.000000,0.000000
333,0.472243,0.000000,1.000000,0.000000
334,0.485168,0.000000,1.000000,0.000000
335,0.476718,0.000000,1.000000,0.000000
336,0.482821,0.000000,1.000000,0.000000
337,0.469894,0.000000,1.000000,0.000000
338,0.459867,0.000000,1.000000,0.000000
339,0.447297,0.000000,1.000000,0.000000
340,0.448925,0.000000,1.000000,0.000000
341,0.476278,0.000000,1.000000,0.000000
342,0.512658,0.000000,1.000000,0.000000
343,0.519930,0.000000,1.000000,0.000000
344,0.374278,0.000000,1.000000,0.000000
345,0.479988,0.000000,1.000000,0.000000
346,0.579732,0.000000,1.000000,0.000000
347,0.564291,0.000000,1.000000,0.000000
348,0.536197,0.000000,1.000000,0.000000
349,0.509285,0.000000,1.000000,0.000000
350,0.478352,0.000000,1.000000,0.000000
351,0.458778,0.000000,1.000000,0.000000
352,0.458787,0.000000,1.000000,0.000000
353,0.452082,0.000000,1.000000,0.000000
354,0.436922,0.000000,1.000000,0.000000
355,0.426745,0.000000,1.000000,0.000000
356,0.451720,0.000000,1.000000,0.000000
357,0.471914,0.000000,1.000000,0.000000
358,0.478941,0.000000,1.000000,0.000000
359,0.470582,0.000000,1.000000,0.000000
360,0.471731,0.000000,1.000000,0.000000
361,0.463438,0.000000,1.000000,0.000000
362,0.453194,0.000000,1.000000,0.000000
363,0.425220,0.000000,1.000000,0.000000
364,0.415998,0.000000,1.000000,0.000000
365,0.420534,0.000000,1.000000,0.000000
366,0.412882,0.000000,1.000000,0.000000
367,0.423123,0.000000,1.000000,0.000000
368,0.318039,0.000000,1.000000,0.000000
369,0.416013,0.000000,1.000000,0.000000
370,0.508503,0.000000,1.000000,0.000000
371,0.539406,0.000000,1.000000,0.000000
372,0.550552,0.000000,1.000000,0.000000
373,0.527662,0.000000,1.000000,0.000000
374,0.506174,0.000000,1.000000,0.000000
375,0.488526,0.000000,1.000000,0.000000
376,0.494756,0.000000,1.000000,0.000000
377,0.497095,0.000000,1.000000,0.000000
378,0.477057,0.000000,1.000000,0.000000
379,0.463023,0.000000,1.000000,0.000000
380,0.489999,0.000000,1.000000,0.000000
381,0.516810,0.000000,1.000000,0.000000
382,0.512574,0.000000,1.000000,0.000000
383,0.489612,0.000000,1.000000,0.000000
384,0.482298,0.000000,1.000000,0.000000
385,0.477553,0.000000,1.000000,0.000000
386,0.463991,0.000000,1.000000,0.000000
387,0.430330,0.000000,1.000000,0.000000
388,0.425061,0.000000,1.000000,0.000000
389,0.434746,0.000000,1.000000,0.000000
390,0.427306,0.000000,1.000000,0.000000
391,0.429497,0.000000,1.000000,0.000000
392,0.306698,0.000000,1.000000,0.000000
393,0.406383,0.000000,1.000000,0.000000
394,0.500195,0.000000,1.000000,0.000000
395,0.490345,0.000000,1.000000,0.000000
396,0.471125,0.000000,1.000000,0.000000
397,0.450581,0.000000,1.000000,0.000000
398,0.422476,0.000000,1.000000,0.000000
399,0.400979,0.000000,1.000000,0.000000
400,0.401865,0.000000,1.000000,0.000000
401,0.399896,0.000000,1.000000,0.000000
402,0.389976,0.000000,1.000000,0.000000
403,0.387400,0.000000,1.000000,0.000000
404,0.424548,0.000000,1.000000,0.000000
405,0.459746,0.000000,1.000000,0.000000
406,0.461899,0.000000,1.000000,0.000000
407,0.449852,0.000000,1.000000,0.000000
408,0.459469,0.000000,1.000000,0.000000
409,0.457552,0.000000,1.000000,0.000000
410,0.448982,0.000000,1.000000,0.000000
411,0.437708,0.000000,1.000000,0.000000
412,0.435871,0.000000,1.000000,0.000000
413,0.444200,0.000000,1.000000,0.000000
414,0.445186,0.000000,1.000000,0.000000
415,0.454423,0.000000,1.000000,0.000000
416,0.347790,0.000000,1.000000,0.000000
417,0.454704,0.000000,1.000000,0.000000
418,0.537962,0.000000,1.000000,0.000000
419,0.556850,0.000000,1.000000,0.000000
420,0.566890,0.000000,1.000000,0.000000
421,0.548351,0.000000,1.000000,0.000000
422,0.534388,0.000000,1.000000,0.000000
423,0.543094,0.000000,1.000000,0.000000
424,0.564488,0.000000,1.000000,0.000000
425,0.536838,0.000000,1.000000,0.000000
426,0.497360,0.000000,1.000000,0.000000
427,0.469549,0.000000,1.000000,0.000000
428,0.504683,0.000000,1.000000,0.000000
429,0.531983,0.000000,1.000000,0.000000
430,0.538367,0.000000,1.000000,0.000000
431,0.519746,0.000000,1.000000,0.000000
432,0.510871,0.000000,1.000000,0.000000
433,0.487310,0.000000,1.000000,0.000000
434,0.486237,0.000000,1.000000,0.000000
435,0.490590,0.000000,1.000000,0.000000
436,0.471334,0.000000,1.000000,0.000000
437,0.465789,0.000000,1.000000,0.000000
438,0.481826,0.000000,1.000000,0.000000
439,0.507929,0.000000,1.000000,0.000000
440,0.389932,0.000000,1.000000,0.000000
441,0.476355,0.000000,1.000000,0.000000
442,0.562539,0.000000,1.000000,0.000000
443,0.560648,0.000000,1.000000,0.000000
444,0.523452,0.000000,1.000000,0.000000
445,0.489811,0.000000,1.000000,0.000000
446,0.466848,0.000000,1.000000,0.000000
447,0.453007,0.000000,1.000000,0.000000
448,0.472751,0.000000,1.000000,0.000000
449,0.478108,0.000000,1.000000,0.000000
450,0.470453,0.000000,1.000000,0.000000
451,0.467046,0.000000,1.000000,0.000000
452,0.510049,0.000000,1.000000,0.000000
453,0.542846,0.000000,1.000000,0.000000
454,0.560176,0.000000,1.000000,0.000000
455,0.546577,0.000000,1.000000,0.000000
456,0.536572,0.000000,1.000000,0.000000
457,0.547435,0.000000,1.000000,0.000000
458,0.542779,0.000000,1.000000,0.000000
459,0.518000,0.000000,1.000000,0.000000
460,0.525464,0.000000,1.000000,0.000000
461,0.522496,0.000000,1.000000,0.000000
462,0.521332,0.000000,1.000000,0.000000
463,0.547648,0.000000,1.000000,0.000000
464,0.429287,0.000000,1.000000,0.000000
465,0.532152,0.000000,1.000000,0.000000
466,0.586841,0.000000,1.000000,0.000000
467,0.518970,0.000000,1.000000,0.000000
468,0.475020,0.000000,1.000000,0.000000
469,0.438039,0.000000,1.000000,0.000000
470,0.409032,0.000000,1.000000,0.000000
471,0.392008,0.000000,1.000000,0.000000
472,0.396143,0.000000,1.000000,0.000000
473,0.409450,0.000000,1.000000,0.000000
474,0.408592,0.000000,1.000000,0.000000
475,0.408619,0.000000,1.000000,0.000000
476,0.449531,0.000000,1.000000,0.000000
477,0.483895,0.000000,1.000000,0.000000
478,0.513782,0.000000,1.000000,0.000000
479,0.524795,0.000000,1.000000,0.000000
480,0.525316,0.000000,1.000000,0.000000
481,0.516572,0.000000,1.000000,0.000000
482,0.542804,0.000000,1.000000,0.000000
483,0.557290,0.000000,1.000000,0.000000
484,0.566672,0.000000,1.000000,0.000000
485,0.595301,0.000000,1.000000,0.000000
486,0.582007,0.000000,1.000000,0.000000
487,0.595600,0.000000,1.000000,0.000000
488,0.620678,0.000000,1.000000,0.000000
489,0.642565,0.000000,1.000000,0.000000
490,0.520402,0.000000,1.000000,0.000000
491,0.598561,0.000000,1.000000,0.000000
492,0.567149,0.000000,1.000000,0.000000
493,0.458255,0.000000,1.000000,0.000000
494,0.425846,0.000000,1.000000,0.000000
495,0.410448,0.000000,1.000000,0.000000
496,0.402517,0.000000,1.000000,0.000000
497,0.401956,0.000000,1.000000,0.000000
498,0.401374,0.000000,1.000000,0.000000
499,0.405378,0.000000,1.000000,0.000000
500,0.439722,0.000000,1.000000,0.000000
501,0.477051,0.000000,1.000000,0.000000
502,0.493673,0.000000,1.000000,0.000000
503,0.499515,0.000000,1.000000,0.000000
504,0.501717,0.000000,1.000000,0.000000
505,0.497468,0.000000,1.000000,0.000000
506,0.491737,0.000000,1.000000,0.000000
507,0.480282,0.000000,1.000000,0.000000
508,0.458065,0.000000,1.000000,0.000000
509,0.458305,0.000000,1.000000,0.000000
510,0.453323,0.000000,1.000000,0.000000
511,0.455094,0.000000,1.000000,0.000000
512,0.341478,0.000000,1.000000,0.000000
513,0.450541,0.000000,1.000000,0.000000
514,0.543422,0.000000,1.000000,0.000000
515,0.572688,0.000000,1.000000,0.000000
516,0.573278,0.000000,1.000000,0.000000
517,0.526613,0.000000,1.000000,0.000000
518,0.492077,0.000000,1.000000,0.000000
519,0.472370,0.000000,1.000000,0.000000
520,0.474478,0.000000,1.000000,0.000000
521,0.465339,0.000000,1.000000,0.000000
522,0.447663,0.000000,1.000000,0.000000
523,0.438383,0.000000,1.000000,0.000000
524,0.455149,0.000000,1.000000,0.000000
525,0.486440,0.000000,1.000000,0.000000
526,0.483292,0.000000,1.000000,0.000000
527,0.470622,0.000000,1.000000,0.000000
528,0.480188,0.000000,1.000000,0.000000
529,0.467996,0.000000,1.000000,0.000000
530,0.468491,0.000000,1.000000,0.000000
531,0.456374,0.000000,1.000000,0.000000
532,0.441846,0.000000,1.000000,0.000000
533,0.462470,0.000000,1.000000,0.000000
534,0.475212,0.000000,1.000000,0.000000
535,0.489152,0.000000,1.000000,0.000000
536,0.421936,0.000000,1.000000,0.000000
537,0.545409,0.000000,1.000000,0.000000
538,0.601917,0.000000,1.000000,0.000000
539,0.559303,0.000000,1.000000,0.000000
540,0.545681,0.000000,1.000000,0.000000
541,0.515545,0.000000,1.000000,0.000000
542,0.477381,0.000000,1.000000,0.000000
543,0.451686,0.000000,1.000000,0.000000
544,0.452090,0.000000,1.000000,0.000000
545,0.451211,0.000000,1.000000,0.000000
546,0.433179,0.000000,1.000000,0.000000
547,0.411878,0.000000,1.000000,0.000000
548,0.413046,0.000000,1.000000,0.000000
549,0.437010,0.000000,1.000000,0.000000
550,0.446927,0.000000,1.000000,0.000000
551,0.446353,0.000000,1.000000,0.000000
552,0.456286,0.000000,1.000000,0.000000
553,0.473354,0.000000,1.000000,0.000000
554,0.470376,0.000000,1.000000,0.000000
555,0.460744,0.000000,1.000000,0.000000
556,0.473378,0.000000,1.000000,0.000000
557,0.510722,0.000000,1.000000,0.000000
558,0.528228,0.000000,1.000000,0.000000
559,0.542256,0.000000,1.000000,0.000000
560,0.409722,0.000000,1.000000,0.000000
561,0.478565,0.000000,1.000000,0.000000
562,0.559921,0.000000,1.000000,0.000000
563,0.551146,0.000000,1.000000,0.000000
564,0.516447,0.000000,1.000000,0.000000
565,0.493942,0.000000,1.000000,0.000000
566,0.471494,0.000000,1.000000,0.000000
567,0.471843,0.000000,1.000000,0.000000
568,0.521780,0.000000,1.000000,0.000000
569,0.581890,0.000000,1.000000,0.000000
570,0.540304,0.000000,1.000000,0.000000
571,0.476908,0.000000,1.000000,0.000000
572,0.527515,0.000000,1.000000,0.000000
573,0.603492,0.000000,1.000000,0.000000
574,0.554818,0.000000,1.000000,0.000000
575,0.534243,0.000000,1.000000,0.000000
576,0.542353,0.000000,1.000000,0.000000
577,0.516970,0.000000,1.000000,0.000000
578,0.522292,0.000000,1.000000,0.000000
579,0.525669,0.000000,1.000000,0.000000
580,0.545372,0.000000,1.000000,0.000000
581,0.554672,0.000000,1.000000,0.000000
582,0.599434,0.000000,1.000000,0.000000
583,0.631117,0.000000,1.000000,0.000000
584,0.464475,0.000000,1.000000,0.000000
585,0.552055,0.000000,1.000000,0.000000
586,0.660176,0.000000,1.000000,0.000000
587,0.605963,0.000000,1.000000,0.000000
588,0.540549,0.000000,1.000000,0.000000
589,0.505073,0.000000,1.000000,0.000000
590,0.489440,0.000000,1.000000,0.000000
591,0.482327,0.000000,1.000000,0.000000
592,0.492191,0.000000,1.000000,0.000000
593,0.490863,0.000000,1.000000,0.000000
594,0.461373,0.000000,1.000000,0.000000
595,0.425185,0.000000,1.000000,0.000000
596,0.444186,0.000000,1.000000,0.000000
597,0.483723,0.000000,1.000000,0.000000
598,0.513666,0.000000,1.000000,0.000000
599,0.501567,0.000000,1.000000,0.000000
600,0.505899,0.000000,1.000000,0.000000
601,0.512276,0.000000,1.000000,0.000000
602,0.508756,0.000000,1.000000,0.000000
603,0.501385,0.000000,1.000000,0.000000
604,0.518869,0.000000,1.000000,0.000000
605,0.573351,0.000000,1.000000,0.000000
606,0.583344,0.000000,1.000000,0.000000
607,0.602991,0.000000,1.000000,0.000000
608,0.501531,0.000000,1.000000,0.000000
609,0.612023,0.000000,1.000000,0.000000
610,0.702110,0.000000,1.000000,0.000000
611,0.631012,0.000000,1.000000,0.000000
612,0.565771,0.000000,1.000000,0.000000
613,0.507881,0.000000,1.000000,0.000000
614,0.475369,0.000000,1.000000,0.000000
615,0.461473,0.000000,1.000000,0.000000
616,0.455128,0.000000,1.000000,0.000000
617,0.441888,0.000000,1.000000,0.000000
618,0.425861,0.000000,1.000000,0.000000
619,0.434616,0.000000,1.000000,0.000000
620,0.466065,0.000000,1.000000,0.000000
621,0.510908,0.000000,1.000000,0.000000
622,0.536816,0.000000,1.000000,0.000000
623,0.530640,0.000000,1.000000,0.000000
624,0.518255,0.000000,1.000000,0.000000
625,0.506648,0.000000,1.000000,0.000000
626,0.516277,0.000000,1.000000,0.000000
627,0.516726,0.000000,1.000000,0.000000
628,0.530006,0.000000,1.000000,0.000000
629,0.544788,0.000000,1.000000,0.000000
630,0.568138,0.000000,1.000000,0.000000
631,0.620685,0.000000,1.000000,0.000000
632,0.497567,0.000000,1.000000,0.000000
633,0.595012,0.000000,1.000000,0.000000
